atom1_id,atom2_id,btype
d131_14,d131_16,1
d131_16,d131_17,7
d131_17,d131_18,7
d131_17,d131_22,1
d131_18,d131_19,7
d131_18,d131_23,1
d131_19,d131_20,7
d131_19,d131_24,1
d131_2,d131_27,1
d131_2,d131_3,7
d131_20,d131_21,7
d131_20,d131_25,1
d131_21,d131_16,7
d131_21,d131_26,1
d131_27,d131_28,2
d131_27,d131_29,2
d131_3,d131_4,7
d131_3,d131_8,1
d131_4,d131_5,7
d131_4,d131_9,1
d131_5,d131_11,1
d131_5,d131_6,7
d131_6,d131_1,7
d131_6,d131_10,1
d132_1,d132_2,7
d132_1,d132_7,1
d132_11,d132_12,2
d132_11,d132_13,1
d132_14,d132_15,2
d132_14,d132_16,2
d132_2,d132_3,7
d132_2,d132_8,1
d132_3,d132_4,7
d132_3,d132_9,1
d132_4,d132_14,1
d132_4,d132_5,7
d132_5,d132_11,1
d132_5,d132_6,7
d132_6,d132_1,7
d132_6,d132_10,1
d133_1,d133_2,7
d133_1,d133_21,1
d133_10,d133_11,7
d133_10,d133_13,7
d133_11,d133_12,1
d133_12,d133_4,1
d133_13,d133_14,7
d133_13,d133_17,1
d133_14,d133_15,7
d133_14,d133_20,1
d133_15,d133_16,7
d133_15,d133_18,1
d133_16,d133_11,7
d133_16,d133_19,1
d133_18,d133_23,2
d133_18,d133_24,2
d133_2,d133_3,7
d133_2,d133_7,1
d133_3,d133_4,7
d133_3,d133_9,1
d133_4,d133_5,7
d133_5,d133_6,7
d133_5,d133_8,1
d133_6,d133_1,7
d133_6,d133_22,1
d133_9,d133_10,1
d134_1,d134_2,7
d134_1,d134_28,1
d134_10,d134_11,7
d134_10,d134_4,7
d134_11,d134_12,7
d134_12,d134_13,7
d134_12,d134_19,1
d134_13,d134_20,1
d134_13,d134_5,7
d134_14,d134_15,7
d134_14,d134_21,1
d134_15,d134_16,7
d134_16,d134_11,7
d134_16,d134_22,1
d134_2,d134_17,1
d134_2,d134_3,7
d134_27,d134_15,1
d134_27,d134_29,2
d134_27,d134_30,2
d134_28,d134_31,2
d134_28,d134_32,2
d134_3,d134_4,7
d134_3,d134_7,1
d134_4,d134_5,7
d134_5,d134_6,7
d134_6,d134_1,7
d134_6,d134_18,1
d134_7,d134_23,1
d134_7,d134_24,1
d134_7,d134_8,1
d134_8,d134_25,1
d134_8,d134_26,1
d134_8,d134_9,1
d134_9,d134_10,7
d134_9,d134_14,7
d135_1,d135_2,7
d135_1,d135_7,1
d135_10,d135_11,2
d135_10,d135_12,2
d135_2,d135_14,1
d135_2,d135_3,7
d135_3,d135_13,1
d135_3,d135_4,7
d135_4,d135_5,7
d135_4,d135_8,1
d135_5,d135_10,1
d135_5,d135_6,7
d135_6,d135_1,7
d135_6,d135_9,1
d136_1,d136_2,7
d136_1,d136_7,1
d136_10,d136_11,7
d136_10,d136_14,1
d136_11,d136_12,7
d136_11,d136_15,1
d136_12,d136_13,7
d136_12,d136_21,7
d136_13,d136_16,7
d136_13,d136_4,7
d136_16,d136_17,7
d136_17,d136_18,7
d136_17,d136_19,1
d136_18,d136_20,1
d136_18,d136_5,7
d136_2,d136_3,7
d136_2,d136_8,1
d136_21,d136_22,7
d136_21,d136_26,1
d136_22,d136_23,7
d136_22,d136_24,1
d136_23,d136_16,7
d136_23,d136_25,1
d136_25,d136_29,1
d136_26,d136_27,2
d136_26,d136_28,2
d136_3,d136_10,7
d136_3,d136_4,7
d136_4,d136_5,7
d136_5,d136_6,7
d136_6,d136_1,7
d136_6,d136_9,1
d137_1,d137_2,7
d137_1,d137_7,1
d137_10,d137_11,7
d137_10,d137_26,1
d137_11,d137_12,7
d137_11,d137_25,1
d137_12,d137_13,7
d137_12,d137_14,1
d137_13,d137_4,7
d137_15,d137_16,7
d137_15,d137_5,1
d137_16,d137_13,1
d137_16,d137_17,7
d137_17,d137_18,7
d137_17,d137_21,1
d137_18,d137_19,7
d137_18,d137_22,1
d137_19,d137_20,7
d137_19,d137_23,1
d137_2,d137_3,7
d137_2,d137_8,1
d137_20,d137_15,7
d137_20,d137_24,1
d137_25,d137_27,2
d137_25,d137_28,2
d137_26,d137_29,2
d137_26,d137_30,2
d137_3,d137_10,7
d137_3,d137_4,7
d137_4,d137_5,7
d137_5,d137_6,7
d137_6,d137_1,7
d137_6,d137_9,1
d138_1,d138_11,1
d138_1,d138_2,7
d138_10,d138_18,1
d138_10,d138_19,1
d138_10,d138_20,1
d138_11,d138_12,2
d138_11,d138_13,2
d138_2,d138_14,1
d138_2,d138_3,7
d138_3,d138_4,7
d138_3,d138_7,7
d138_4,d138_5,7
d138_4,d138_9,7
d138_5,d138_15,1
d138_5,d138_6,7
d138_6,d138_1,7
d138_6,d138_16,1
d138_7,d138_21,1
d138_7,d138_8,7
d138_8,d138_10,1
d138_9,d138_17,1
d138_9,d138_8,7
d139_1,d139_2,7
d139_1,d139_7,1
d139_10,d139_11,1
d139_10,d139_12,1
d139_13,d139_15,2
d139_13,d139_16,2
d139_2,d139_14,1
d139_2,d139_3,7
d139_3,d139_4,7
d139_3,d139_8,1
d139_4,d139_13,1
d139_4,d139_5,7
d139_5,d139_10,1
d139_5,d139_6,7
d139_6,d139_1,7
d139_6,d139_9,1
d13_1,d13_2,7
d13_1,d13_23,1
d13_10,d13_4,7
d13_11,d13_12,7
d13_11,d13_27,1
d13_12,d13_13,7
d13_12,d13_5,1
d13_13,d13_10,1
d13_13,d13_14,7
d13_14,d13_15,7
d13_14,d13_28,1
d13_15,d13_16,7
d13_15,d13_29,1
d13_16,d13_11,7
d13_16,d13_30,1
d13_17,d13_19,2
d13_17,d13_20,2
d13_18,d13_21,2
d13_18,d13_22,2
d13_2,d13_18,1
d13_2,d13_3,7
d13_3,d13_4,7
d13_3,d13_7,7
d13_4,d13_5,7
d13_5,d13_6,7
d13_6,d13_1,7
d13_6,d13_24,1
d13_7,d13_25,1
d13_7,d13_8,7
d13_8,d13_17,1
d13_8,d13_9,7
d13_9,d13_10,7
d13_9,d13_26,1
d140_1,d140_2,7
d140_1,d140_7,1
d140_10,d140_11,7
d140_10,d140_14,1
d140_11,d140_12,7
d140_11,d140_15,1
d140_12,d140_13,7
d140_12,d140_16,1
d140_13,d140_17,1
d140_13,d140_4,7
d140_17,d140_21,2
d140_17,d140_22,2
d140_18,d140_19,2
d140_18,d140_20,2
d140_2,d140_3,7
d140_2,d140_8,1
d140_3,d140_10,7
d140_3,d140_4,7
d140_4,d140_5,7
d140_5,d140_18,1
d140_5,d140_6,7
d140_6,d140_1,7
d140_6,d140_9,1
d141_1,d141_2,7
d141_1,d141_7,1
d141_10,d141_13,2
d141_10,d141_14,2
d141_2,d141_3,7
d141_2,d141_8,1
d141_3,d141_12,1
d141_3,d141_4,7
d141_4,d141_11,1
d141_4,d141_5,7
d141_5,d141_10,1
d141_5,d141_6,7
d141_6,d141_1,7
d141_6,d141_9,1
d142_1,d142_2,7
d142_1,d142_24,1
d142_10,d142_11,7
d142_10,d142_13,7
d142_11,d142_12,1
d142_12,d142_4,1
d142_13,d142_14,7
d142_13,d142_17,1
d142_14,d142_15,7
d142_14,d142_23,1
d142_15,d142_16,7
d142_15,d142_22,1
d142_16,d142_11,7
d142_16,d142_18,1
d142_19,d142_20,2
d142_19,d142_21,2
d142_2,d142_3,7
d142_2,d142_7,1
d142_3,d142_4,7
d142_3,d142_9,1
d142_4,d142_5,7
d142_5,d142_6,7
d142_5,d142_8,1
d142_6,d142_1,7
d142_6,d142_19,1
d142_9,d142_10,1
d143_1,d143_2,7
d143_1,d143_7,1
d143_11,d143_12,1
d143_12,d143_13,7
d143_13,d143_14,7
d143_13,d143_18,1
d143_14,d143_15,7
d143_14,d143_19,1
d143_15,d143_16,7
d143_15,d143_20,1
d143_16,d143_17,7
d143_16,d143_21,1
d143_17,d143_12,7
d143_17,d143_22,1
d143_2,d143_3,7
d143_2,d143_8,1
d143_23,d143_24,2
d143_23,d143_25,2
d143_3,d143_4,7
d143_3,d143_9,1
d143_4,d143_23,1
d143_4,d143_5,7
d143_5,d143_11,1
d143_5,d143_6,7
d143_6,d143_1,7
d143_6,d143_10,1
d144_1,d144_12,1
d144_1,d144_2,7
d144_10,d144_13,2
d144_10,d144_14,2
d144_2,d144_3,7
d144_2,d144_7,1
d144_3,d144_4,7
d144_3,d144_8,1
d144_4,d144_11,1
d144_4,d144_5,7
d144_5,d144_10,1
d144_5,d144_6,7
d144_6,d144_1,7
d144_6,d144_9,1
d145_1,d145_2,7
d145_1,d145_22,1
d145_11,d145_12,7
d145_12,d145_13,7
d145_12,d145_17,1
d145_13,d145_14,7
d145_13,d145_18,1
d145_14,d145_15,7
d145_14,d145_19,1
d145_15,d145_16,7
d145_15,d145_21,1
d145_16,d145_11,7
d145_16,d145_20,1
d145_2,d145_3,7
d145_2,d145_7,1
d145_21,d145_25,1
d145_21,d145_26,1
d145_22,d145_23,2
d145_22,d145_24,2
d145_3,d145_4,7
d145_3,d145_8,1
d145_4,d145_11,1
d145_4,d145_5,7
d145_5,d145_6,7
d145_5,d145_9,1
d145_6,d145_1,7
d145_6,d145_10,1
d146_1,d146_2,7
d146_1,d146_20,1
d146_11,d146_12,7
d146_12,d146_13,7
d146_12,d146_17,1
d146_13,d146_14,7
d146_13,d146_18,1
d146_14,d146_15,7
d146_14,d146_24,1
d146_15,d146_16,7
d146_15,d146_23,1
d146_16,d146_11,7
d146_16,d146_19,1
d146_2,d146_3,7
d146_2,d146_7,1
d146_20,d146_21,2
d146_20,d146_22,2
d146_24,d146_25,1
d146_24,d146_26,1
d146_3,d146_4,7
d146_3,d146_8,1
d146_4,d146_11,1
d146_4,d146_5,7
d146_5,d146_6,7
d146_5,d146_9,1
d146_6,d146_1,7
d146_6,d146_10,1
d147_1,d147_14,1
d147_1,d147_2,7
d147_10,d147_17,1
d147_10,d147_18,1
d147_10,d147_19,1
d147_11,d147_12,2
d147_11,d147_13,2
d147_2,d147_15,1
d147_2,d147_3,7
d147_3,d147_4,7
d147_3,d147_7,7
d147_4,d147_5,7
d147_4,d147_9,7
d147_5,d147_16,1
d147_5,d147_6,7
d147_6,d147_1,7
d147_6,d147_11,1
d147_7,d147_8,7
d147_8,d147_10,1
d147_9,d147_8,7
d148_1,d148_13,1
d148_1,d148_2,7
d148_10,d148_12,7
d148_10,d148_4,7
d148_11,d148_12,7
d148_11,d148_18,1
d148_12,d148_19,1
d148_2,d148_14,1
d148_2,d148_3,7
d148_20,d148_21,2
d148_20,d148_22,2
d148_3,d148_4,7
d148_3,d148_7,7
d148_4,d148_5,7
d148_5,d148_11,7
d148_5,d148_6,7
d148_6,d148_1,7
d148_6,d148_15,1
d148_7,d148_16,1
d148_7,d148_8,7
d148_8,d148_17,1
d148_8,d148_9,7
d148_9,d148_10,7
d148_9,d148_20,1
d149_1,d149_2,7
d149_1,d149_24,1
d149_10,d149_11,1
d149_10,d149_22,1
d149_11,d149_12,7
d149_11,d149_14,7
d149_12,d149_13,1
d149_13,d149_21,1
d149_13,d149_4,1
d149_14,d149_15,7
d149_14,d149_18,1
d149_15,d149_16,7
d149_15,d149_19,1
d149_16,d149_17,7
d149_16,d149_23,1
d149_17,d149_12,7
d149_17,d149_20,1
d149_2,d149_3,7
d149_2,d149_7,1
d149_23,d149_25,2
d149_23,d149_26,2
d149_24,d149_27,2
d149_24,d149_28,2
d149_3,d149_10,1
d149_3,d149_4,7
d149_4,d149_5,7
d149_5,d149_6,7
d149_5,d149_8,1
d149_6,d149_1,7
d149_6,d149_9,1
d14_1,d14_11,1
d14_1,d14_2,7
d14_10,d14_18,1
d14_10,d14_19,1
d14_10,d14_20,1
d14_11,d14_13,2
d14_12,d14_11,2
d14_2,d14_14,1
d14_2,d14_3,7
d14_3,d14_4,7
d14_4,d14_5,7
d14_4,d14_7,7
d14_5,d14_15,1
d14_5,d14_6,7
d14_6,d14_1,7
d14_6,d14_16,1
d14_7,d14_17,1
d14_7,d14_8,7
d14_8,d14_9,7
d14_9,d14_10,1
d14_9,d14_3,7
d150_1,d150_2,7
d150_1,d150_6,1
d150_10,d150_11,1
d150_10,d150_16,1
d150_10,d150_17,1
d150_11,d150_18,1
d150_12,d150_19,1
d150_12,d150_20,1
d150_12,d150_21,1
d150_2,d150_13,1
d150_2,d150_3,7
d150_3,d150_4,7
d150_4,d150_12,1
d150_4,d150_5,7
d150_5,d150_1,7
d150_5,d150_9,1
d150_6,d150_7,2
d150_6,d150_8,2
d150_9,d150_10,1
d150_9,d150_14,1
d150_9,d150_15,1
d151_1,d151_13,1
d151_1,d151_2,7
d151_10,d151_11,2
d151_10,d151_12,2
d151_2,d151_10,1
d151_2,d151_3,7
d151_3,d151_4,7
d151_3,d151_7,7
d151_4,d151_5,7
d151_4,d151_9,7
d151_5,d151_14,1
d151_5,d151_6,7
d151_6,d151_1,7
d151_6,d151_15,1
d151_7,d151_17,1
d151_7,d151_8,7
d151_9,d151_16,1
d151_9,d151_8,7
d152_1,d152_2,7
d152_1,d152_26,1
d152_10,d152_11,7
d152_10,d152_25,1
d152_11,d152_12,7
d152_11,d152_14,1
d152_12,d152_4,7
d152_15,d152_16,7
d152_15,d152_5,1
d152_16,d152_12,1
d152_16,d152_17,7
d152_17,d152_18,7
d152_17,d152_21,1
d152_18,d152_19,7
d152_18,d152_22,1
d152_19,d152_20,7
d152_19,d152_23,1
d152_2,d152_3,7
d152_2,d152_7,1
d152_20,d152_15,7
d152_20,d152_24,1
d152_25,d152_29,2
d152_25,d152_30,2
d152_26,d152_27,2
d152_26,d152_28,2
d152_3,d152_4,7
d152_3,d152_9,7
d152_4,d152_5,7
d152_5,d152_6,7
d152_6,d152_1,7
d152_6,d152_8,1
d152_9,d152_10,7
d152_9,d152_13,1
d153_1,d153_2,7
d153_1,d153_7,1
d153_10,d153_11,7
d153_10,d153_22,1
d153_11,d153_12,7
d153_11,d153_14,1
d153_12,d153_13,7
d153_12,d153_15,1
d153_13,d153_17,1
d153_13,d153_4,7
d153_16,d153_17,1
d153_16,d153_18,1
d153_16,d153_19,1
d153_17,d153_20,1
d153_17,d153_21,1
d153_2,d153_3,7
d153_2,d153_8,1
d153_22,d153_23,2
d153_22,d153_24,2
d153_3,d153_10,7
d153_3,d153_4,7
d153_4,d153_5,7
d153_5,d153_16,1
d153_5,d153_6,7
d153_6,d153_1,7
d153_6,d153_9,1
d154_1,d154_13,1
d154_1,d154_2,7
d154_10,d154_11,2
d154_10,d154_12,2
d154_2,d154_14,1
d154_2,d154_3,7
d154_3,d154_4,7
d154_3,d154_7,7
d154_4,d154_5,7
d154_4,d154_9,7
d154_5,d154_15,1
d154_5,d154_6,7
d154_6,d154_1,7
d154_6,d154_16,1
d154_7,d154_17,1
d154_7,d154_8,7
d154_8,d154_10,1
d154_9,d154_8,7
d155_1,d155_2,7
d155_1,d155_7,1
d155_10,d155_11,1
d155_11,d155_12,1
d155_11,d155_13,1
d155_11,d155_14,1
d155_15,d155_17,2
d155_15,d155_18,2
d155_16,d155_19,2
d155_16,d155_20,2
d155_2,d155_16,1
d155_2,d155_3,7
d155_3,d155_4,7
d155_3,d155_8,1
d155_4,d155_15,1
d155_4,d155_5,7
d155_5,d155_10,1
d155_5,d155_6,7
d155_6,d155_1,7
d155_6,d155_9,1
d156_1,d156_18,1
d156_1,d156_2,7
d156_10,d156_11,1
d156_10,d156_13,1
d156_11,d156_16,1
d156_11,d156_17,1
d156_12,d156_11,1
d156_12,d156_14,1
d156_12,d156_15,1
d156_18,d156_19,2
d156_18,d156_20,2
d156_2,d156_3,7
d156_2,d156_7,1
d156_3,d156_10,1
d156_3,d156_4,7
d156_4,d156_12,1
d156_4,d156_5,7
d156_5,d156_6,7
d156_5,d156_8,1
d156_6,d156_1,7
d156_6,d156_9,1
d157_1,d157_2,1
d157_1,d157_26,1
d157_10,d157_11,7
d157_10,d157_4,7
d157_11,d157_12,7
d157_12,d157_13,7
d157_12,d157_19,1
d157_13,d157_20,1
d157_13,d157_5,7
d157_14,d157_15,7
d157_14,d157_21,1
d157_15,d157_16,7
d157_15,d157_22,1
d157_16,d157_11,7
d157_16,d157_27,1
d157_2,d157_23,1
d157_2,d157_24,1
d157_2,d157_3,1
d157_27,d157_28,2
d157_27,d157_29,2
d157_3,d157_4,7
d157_3,d157_7,7
d157_4,d157_5,7
d157_5,d157_6,1
d157_6,d157_1,2
d157_6,d157_25,1
d157_7,d157_17,1
d157_7,d157_8,7
d157_8,d157_18,1
d157_8,d157_9,7
d157_9,d157_10,7
d157_9,d157_14,7
d158_1,d158_2,7
d158_1,d158_22,1
d158_10,d158_11,7
d158_11,d158_12,7
d158_11,d158_16,1
d158_12,d158_13,7
d158_12,d158_25,1
d158_13,d158_14,7
d158_13,d158_17,1
d158_14,d158_15,7
d158_14,d158_18,1
d158_15,d158_10,7
d158_19,d158_10,1
d158_19,d158_20,1
d158_19,d158_21,1
d158_2,d158_3,7
d158_2,d158_7,1
d158_22,d158_24,2
d158_23,d158_22,2
d158_25,d158_26,1
d158_25,d158_28,1
d158_26,d158_27,1
d158_26,d158_29,2
d158_27,d158_30,1
d158_27,d158_31,1
d158_27,d158_32,1
d158_3,d158_19,1
d158_3,d158_4,7
d158_4,d158_15,1
d158_4,d158_5,7
d158_5,d158_6,7
d158_5,d158_8,1
d158_6,d158_1,7
d158_6,d158_9,1
d159_1,d159_2,2
d159_1,d159_25,1
d159_10,d159_11,7
d159_10,d159_4,7
d159_11,d159_12,7
d159_12,d159_13,7
d159_12,d159_19,1
d159_13,d159_20,1
d159_13,d159_5,7
d159_14,d159_15,7
d159_14,d159_21,1
d159_15,d159_16,7
d159_15,d159_22,1
d159_16,d159_11,7
d159_16,d159_27,1
d159_2,d159_26,1
d159_2,d159_3,1
d159_27,d159_28,2
d159_27,d159_29,2
d159_3,d159_4,7
d159_3,d159_7,7
d159_4,d159_5,7
d159_5,d159_6,1
d159_6,d159_1,1
d159_6,d159_23,1
d159_6,d159_24,1
d159_7,d159_17,1
d159_7,d159_8,7
d159_8,d159_18,1
d159_8,d159_9,7
d159_9,d159_10,7
d159_9,d159_14,7
d15_1,d15_2,7
d15_1,d15_7,1
d15_10,d15_11,7
d15_11,d15_12,7
d15_12,d15_13,7
d15_12,d15_14,1
d15_13,d15_15,1
d15_13,d15_5,7
d15_16,d15_17,7
d15_16,d15_19,1
d15_17,d15_18,7
d15_17,d15_20,1
d15_18,d15_10,7
d15_18,d15_21,7
d15_2,d15_3,7
d15_2,d15_8,1
d15_21,d15_22,7
d15_21,d15_24,1
d15_22,d15_23,7
d15_22,d15_25,1
d15_23,d15_11,7
d15_26,d15_23,1
d15_26,d15_27,2
d15_26,d15_28,2
d15_3,d15_16,7
d15_3,d15_4,7
d15_4,d15_10,7
d15_4,d15_5,7
d15_5,d15_6,7
d15_6,d15_1,7
d15_6,d15_9,1
d160_1,d160_2,7
d160_1,d160_7,1
d160_13,d160_17,2
d160_13,d160_18,2
d160_14,d160_15,2
d160_14,d160_16,2
d160_2,d160_13,1
d160_2,d160_3,7
d160_3,d160_4,7
d160_3,d160_8,1
d160_4,d160_12,1
d160_4,d160_5,7
d160_5,d160_6,7
d160_5,d160_9,1
d160_6,d160_1,7
d160_6,d160_14,1
d160_9,d160_10,1
d160_9,d160_11,1
d161_1,d161_2,7
d161_1,d161_7,1
d161_10,d161_11,7
d161_10,d161_14,1
d161_11,d161_12,7
d161_11,d161_18,7
d161_12,d161_15,7
d161_12,d161_4,7
d161_15,d161_16,7
d161_16,d161_17,7
d161_16,d161_23,7
d161_17,d161_5,7
d161_18,d161_19,7
d161_18,d161_21,1
d161_19,d161_20,7
d161_19,d161_22,1
d161_2,d161_3,7
d161_2,d161_32,1
d161_20,d161_15,7
d161_20,d161_31,1
d161_23,d161_24,7
d161_23,d161_27,1
d161_24,d161_25,7
d161_24,d161_28,1
d161_25,d161_26,7
d161_25,d161_29,1
d161_26,d161_17,7
d161_26,d161_30,1
d161_3,d161_4,7
d161_3,d161_9,7
d161_31,d161_33,2
d161_31,d161_34,2
d161_32,d161_35,2
d161_32,d161_36,2
d161_4,d161_5,7
d161_5,d161_6,7
d161_6,d161_1,7
d161_6,d161_8,1
d161_9,d161_10,7
d161_9,d161_13,1
d162_1,d162_2,7
d162_1,d162_22,1
d162_10,d162_11,7
d162_11,d162_12,7
d162_11,d162_16,1
d162_12,d162_13,7
d162_12,d162_17,1
d162_13,d162_14,7
d162_13,d162_20,1
d162_14,d162_15,7
d162_14,d162_19,1
d162_15,d162_10,7
d162_15,d162_18,1
d162_19,d162_27,2
d162_19,d162_28,2
d162_2,d162_3,7
d162_2,d162_7,1
d162_20,d162_29,2
d162_20,d162_30,2
d162_21,d162_25,2
d162_21,d162_26,2
d162_22,d162_23,2
d162_22,d162_24,2
d162_3,d162_4,7
d162_3,d162_8,1
d162_4,d162_10,1
d162_4,d162_5,7
d162_5,d162_6,7
d162_5,d162_9,1
d162_6,d162_1,7
d162_6,d162_21,1
d163_1,d163_2,7
d163_1,d163_26,1
d163_10,d163_11,7
d163_10,d163_14,1
d163_11,d163_12,7
d163_11,d163_20,7
d163_12,d163_15,7
d163_12,d163_4,7
d163_15,d163_16,7
d163_16,d163_17,7
d163_16,d163_18,1
d163_17,d163_19,1
d163_17,d163_5,7
d163_2,d163_3,7
d163_2,d163_7,1
d163_20,d163_21,7
d163_20,d163_23,1
d163_21,d163_22,7
d163_21,d163_25,1
d163_22,d163_15,7
d163_22,d163_24,1
d163_25,d163_27,2
d163_25,d163_28,2
d163_26,d163_29,2
d163_26,d163_30,2
d163_3,d163_4,7
d163_3,d163_9,7
d163_4,d163_5,7
d163_5,d163_6,7
d163_6,d163_1,7
d163_6,d163_8,1
d163_9,d163_10,7
d163_9,d163_13,1
d164_1,d164_2,7
d164_1,d164_24,1
d164_10,d164_11,7
d164_10,d164_14,1
d164_11,d164_12,7
d164_11,d164_20,7
d164_12,d164_15,7
d164_12,d164_4,7
d164_15,d164_16,7
d164_16,d164_17,7
d164_16,d164_18,1
d164_17,d164_19,1
d164_17,d164_5,7
d164_2,d164_3,7
d164_2,d164_7,1
d164_20,d164_21,7
d164_20,d164_26,1
d164_21,d164_22,7
d164_21,d164_23,1
d164_22,d164_15,7
d164_22,d164_25,1
d164_25,d164_27,2
d164_25,d164_28,2
d164_26,d164_29,2
d164_26,d164_30,2
d164_3,d164_4,7
d164_3,d164_9,7
d164_4,d164_5,7
d164_5,d164_6,7
d164_6,d164_1,7
d164_6,d164_8,1
d164_9,d164_10,7
d164_9,d164_13,1
d165_1,d165_2,7
d165_1,d165_7,1
d165_10,d165_11,7
d165_10,d165_14,1
d165_11,d165_12,7
d165_11,d165_15,1
d165_12,d165_13,7
d165_12,d165_16,1
d165_13,d165_4,7
d165_17,d165_18,7
d165_17,d165_5,1
d165_18,d165_13,1
d165_18,d165_19,7
d165_19,d165_20,7
d165_19,d165_23,1
d165_2,d165_3,7
d165_2,d165_8,1
d165_20,d165_21,7
d165_20,d165_24,1
d165_21,d165_22,7
d165_21,d165_26,1
d165_22,d165_17,7
d165_22,d165_25,1
d165_26,d165_27,2
d165_26,d165_28,2
d165_3,d165_10,7
d165_3,d165_4,7
d165_4,d165_5,7
d165_5,d165_6,7
d165_6,d165_1,7
d165_6,d165_9,1
d166_1,d166_2,7
d166_1,d166_7,1
d166_10,d166_11,7
d166_10,d166_14,1
d166_11,d166_12,7
d166_11,d166_15,1
d166_12,d166_13,7
d166_12,d166_21,7
d166_13,d166_16,7
d166_13,d166_4,7
d166_16,d166_17,7
d166_17,d166_18,7
d166_17,d166_19,1
d166_18,d166_20,1
d166_18,d166_5,7
d166_2,d166_3,7
d166_2,d166_8,1
